group,variable,value
1203,ANT(4')-IIb,1
1203,APH(3'')-Ib,0
1203,AcrE,1
1203,AcrF,1
1203,AcrS,1
1203,BUT-1,1
1203,CARB-18,0
1203,CARB-20,0
1203,CARB-21,0
1203,CARB-22,0
1203,CRP,1
1203,GlpT,1
1203,H-NS,1
1203,ICR-Mc,0
1203,OCH-7,0
1203,PmrF,1
1203,TolC,1
1203,YojI,1
1203,acrA,1
1203,acrB,1
1203,acrD,0
1203,acrR,1
1203,adeF,1
1203,bacA,1
1203,baeR,1
1203,baeS,1
1203,cpxA,1
1203,dfrA5,0
1203,emrA,1
1203,emrB,1
1203,emrE,1
1203,emrK,1
1203,emrR,1
1203,emrY,1
1203,eptA,1
1203,evgA,1
1203,evgS,1
1203,floR,0
1203,gadW,1
1203,gadX,1
1203,gyrA,0
1203,kdpE,1
1203,marA,1
1203,marR,1
1203,mdfA,1
1203,mdtA,1
1203,mdtB,1
1203,mdtC,1
1203,mdtE,1
1203,mdtF,1
1203,mdtG,1
1203,mdtH,1
1203,mdtM,1
1203,mdtN,1
1203,mdtO,1
1203,mdtP,1
1203,msbA,1
1203,nfsA,1
1203,parC,0
1203,rpoB,0
1203,soxR,1
1203,soxS,1
1203,sul2,0
1203,tet(B),0
1203,tet(D),0
1203,tetR,0
1203,ugd,1
1203,vgaC,0
1686,ANT(4')-IIb,1
1686,APH(3'')-Ib,0
1686,AcrE,1
1686,AcrF,1
1686,AcrS,1
1686,BUT-1,1
1686,CARB-18,0
1686,CARB-20,0
1686,CARB-21,0
1686,CARB-22,0
1686,CRP,1
1686,GlpT,1
1686,H-NS,1
1686,ICR-Mc,0
1686,OCH-7,1
1686,PmrF,1
1686,TolC,1
1686,YojI,1
1686,acrA,1
1686,acrB,1
1686,acrD,0
1686,acrR,1
1686,adeF,1
1686,bacA,1
1686,baeR,1
1686,baeS,1
1686,cpxA,1
1686,dfrA5,0
1686,emrA,1
1686,emrB,1
1686,emrE,1
1686,emrK,1
1686,emrR,1
1686,emrY,1
1686,eptA,1
1686,evgA,1
1686,evgS,1
1686,floR,0
1686,gadW,1
1686,gadX,1
1686,gyrA,0
1686,kdpE,1
1686,marA,1
1686,marR,1
1686,mdfA,1
1686,mdtA,1
1686,mdtB,1
1686,mdtC,1
1686,mdtE,1
1686,mdtF,1
1686,mdtG,1
1686,mdtH,1
1686,mdtM,1
1686,mdtN,1
1686,mdtO,1
1686,mdtP,1
1686,msbA,1
1686,nfsA,1
1686,parC,0
1686,rpoB,0
1686,soxR,1
1686,soxS,1
1686,sul2,0
1686,tet(B),0
1686,tet(D),0
1686,tetR,0
1686,ugd,1
1686,vgaC,0
1240,ANT(4')-IIb,1
1240,APH(3'')-Ib,0
1240,AcrE,1
1240,AcrF,1
1240,AcrS,1
1240,BUT-1,1
1240,CARB-18,0
1240,CARB-20,0
1240,CARB-21,0
1240,CARB-22,0
1240,CRP,1
1240,GlpT,1
1240,H-NS,1
1240,ICR-Mc,0
1240,OCH-7,0
1240,PmrF,1
1240,TolC,1
1240,YojI,1
1240,acrA,1
1240,acrB,1
1240,acrD,0
1240,acrR,1
1240,adeF,1
1240,bacA,1
1240,baeR,1
1240,baeS,1
1240,cpxA,1
1240,dfrA5,0
1240,emrA,1
1240,emrB,1
1240,emrE,1
1240,emrK,1
1240,emrR,1
1240,emrY,1
1240,eptA,1
1240,evgA,1
1240,evgS,1
1240,floR,0
1240,gadW,1
1240,gadX,1
1240,gyrA,0
1240,kdpE,1
1240,marA,1
1240,marR,1
1240,mdfA,1
1240,mdtA,1
1240,mdtB,1
1240,mdtC,1
1240,mdtE,1
1240,mdtF,1
1240,mdtG,1
1240,mdtH,1
1240,mdtM,1
1240,mdtN,1
1240,mdtO,1
1240,mdtP,1
1240,msbA,1
1240,nfsA,1
1240,parC,0
1240,rpoB,0
1240,soxR,1
1240,soxS,1
1240,sul2,0
1240,tet(B),0
1240,tet(D),0
1240,tetR,0
1240,ugd,1
1240,vgaC,0
1204,ANT(4')-IIb,1
1204,APH(3'')-Ib,0
1204,AcrE,1
1204,AcrF,1
1204,AcrS,1
1204,BUT-1,1
1204,CARB-18,0
1204,CARB-20,0
1204,CARB-21,0
1204,CARB-22,0
1204,CRP,1
1204,GlpT,1
1204,H-NS,1
1204,ICR-Mc,0
1204,OCH-7,0
1204,PmrF,1
1204,TolC,1
1204,YojI,1
1204,acrA,1
1204,acrB,1
1204,acrD,0
1204,acrR,1
1204,adeF,1
1204,bacA,1
1204,baeR,1
1204,baeS,1
1204,cpxA,1
1204,dfrA5,0
1204,emrA,1
1204,emrB,1
1204,emrE,1
1204,emrK,1
1204,emrR,1
1204,emrY,1
1204,eptA,1
1204,evgA,1
1204,evgS,1
1204,floR,0
1204,gadW,1
1204,gadX,1
1204,gyrA,0
1204,kdpE,1
1204,marA,1
1204,marR,1
1204,mdfA,1
1204,mdtA,1
1204,mdtB,1
1204,mdtC,1
1204,mdtE,1
1204,mdtF,1
1204,mdtG,1
1204,mdtH,1
1204,mdtM,1
1204,mdtN,1
1204,mdtO,1
1204,mdtP,1
1204,msbA,1
1204,nfsA,1
1204,parC,0
1204,rpoB,0
1204,soxR,1
1204,soxS,1
1204,sul2,0
1204,tet(B),0
1204,tet(D),0
1204,tetR,0
1204,ugd,1
1204,vgaC,0
1357,ANT(4')-IIb,1
1357,APH(3'')-Ib,0
1357,AcrE,1
1357,AcrF,1
1357,AcrS,1
1357,BUT-1,1
1357,CARB-18,0
1357,CARB-20,0
1357,CARB-21,0
1357,CARB-22,0
1357,CRP,1
1357,GlpT,1
1357,H-NS,1
1357,ICR-Mc,0
1357,OCH-7,0
1357,PmrF,1
1357,TolC,1
1357,YojI,1
1357,acrA,1
1357,acrB,1
1357,acrD,0
1357,acrR,1
1357,adeF,1
1357,bacA,1
1357,baeR,1
1357,baeS,1
1357,cpxA,1
1357,dfrA5,0
1357,emrA,1
1357,emrB,1
1357,emrE,1
1357,emrK,1
1357,emrR,1
1357,emrY,1
1357,eptA,1
1357,evgA,1
1357,evgS,1
1357,floR,0
1357,gadW,1
1357,gadX,1
1357,gyrA,0
1357,kdpE,1
1357,marA,1
1357,marR,1
1357,mdfA,1
1357,mdtA,1
1357,mdtB,1
1357,mdtC,1
1357,mdtE,1
1357,mdtF,1
1357,mdtG,1
1357,mdtH,1
1357,mdtM,1
1357,mdtN,1
1357,mdtO,1
1357,mdtP,1
1357,msbA,1
1357,nfsA,1
1357,parC,0
1357,rpoB,0
1357,soxR,1
1357,soxS,1
1357,sul2,0
1357,tet(B),0
1357,tet(D),0
1357,tetR,0
1357,ugd,1
1357,vgaC,0
1743,ANT(4')-IIb,1
1743,APH(3'')-Ib,0
1743,AcrE,1
1743,AcrF,1
1743,AcrS,1
1743,BUT-1,1
1743,CARB-18,0
1743,CARB-20,0
1743,CARB-21,0
1743,CARB-22,0
1743,CRP,1
1743,GlpT,1
1743,H-NS,1
1743,ICR-Mc,0
1743,OCH-7,0
1743,PmrF,1
1743,TolC,1
1743,YojI,1
1743,acrA,1
1743,acrB,1
1743,acrD,0
1743,acrR,1
1743,adeF,1
1743,bacA,1
1743,baeR,1
1743,baeS,1
1743,cpxA,1
1743,dfrA5,0
1743,emrA,1
1743,emrB,1
1743,emrE,1
1743,emrK,1
1743,emrR,1
1743,emrY,1
1743,eptA,1
1743,evgA,1
1743,evgS,1
1743,floR,0
1743,gadW,1
1743,gadX,1
1743,gyrA,0
1743,kdpE,1
1743,marA,1
1743,marR,1
1743,mdfA,1
1743,mdtA,1
1743,mdtB,1
1743,mdtC,1
1743,mdtE,1
1743,mdtF,1
1743,mdtG,1
1743,mdtH,1
1743,mdtM,1
1743,mdtN,1
1743,mdtO,1
1743,mdtP,1
1743,msbA,1
1743,nfsA,1
1743,parC,0
1743,rpoB,0
1743,soxR,1
1743,soxS,1
1743,sul2,0
1743,tet(B),0
1743,tet(D),0
1743,tetR,0
1743,ugd,1
1743,vgaC,0
1288,ANT(4')-IIb,0
1288,APH(3'')-Ib,0
1288,AcrE,1
1288,AcrF,1
1288,AcrS,1
1288,BUT-1,1
1288,CARB-18,0
1288,CARB-20,0
1288,CARB-21,0
1288,CARB-22,0
1288,CRP,1
1288,GlpT,1
1288,H-NS,1
1288,ICR-Mc,0
1288,OCH-7,0
1288,PmrF,1
1288,TolC,1
1288,YojI,1
1288,acrA,1
1288,acrB,1
1288,acrD,0
1288,acrR,1
1288,adeF,1
1288,bacA,1
1288,baeR,1
1288,baeS,1
1288,cpxA,1
1288,dfrA5,0
1288,emrA,1
1288,emrB,1
1288,emrE,1
1288,emrK,1
1288,emrR,1
1288,emrY,1
1288,eptA,1
1288,evgA,1
1288,evgS,1
1288,floR,0
1288,gadW,1
1288,gadX,1
1288,gyrA,0
1288,kdpE,1
1288,marA,1
1288,marR,1
1288,mdfA,1
1288,mdtA,1
1288,mdtB,1
1288,mdtC,1
1288,mdtE,1
1288,mdtF,1
1288,mdtG,1
1288,mdtH,1
1288,mdtM,1
1288,mdtN,1
1288,mdtO,1
1288,mdtP,1
1288,msbA,1
1288,nfsA,1
1288,parC,0
1288,rpoB,0
1288,soxR,1
1288,soxS,1
1288,sul2,0
1288,tet(B),0
1288,tet(D),0
1288,tetR,0
1288,ugd,1
1288,vgaC,0
1671,ANT(4')-IIb,0
1671,APH(3'')-Ib,0
1671,AcrE,1
1671,AcrF,1
1671,AcrS,1
1671,BUT-1,1
1671,CARB-18,0
1671,CARB-20,0
1671,CARB-21,0
1671,CARB-22,0
1671,CRP,1
1671,GlpT,1
1671,H-NS,1
1671,ICR-Mc,0
1671,OCH-7,0
1671,PmrF,1
1671,TolC,1
1671,YojI,1
1671,acrA,1
1671,acrB,1
1671,acrD,0
1671,acrR,1
1671,adeF,1
1671,bacA,1
1671,baeR,1
1671,baeS,1
1671,cpxA,1
1671,dfrA5,0
1671,emrA,1
1671,emrB,1
1671,emrE,1
1671,emrK,1
1671,emrR,1
1671,emrY,1
1671,eptA,1
1671,evgA,1
1671,evgS,1
1671,floR,0
1671,gadW,1
1671,gadX,1
1671,gyrA,0
1671,kdpE,1
1671,marA,1
1671,marR,1
1671,mdfA,1
1671,mdtA,1
1671,mdtB,1
1671,mdtC,1
1671,mdtE,1
1671,mdtF,1
1671,mdtG,1
1671,mdtH,1
1671,mdtM,1
1671,mdtN,1
1671,mdtO,1
1671,mdtP,1
1671,msbA,1
1671,nfsA,1
1671,parC,0
1671,rpoB,0
1671,soxR,1
1671,soxS,1
1671,sul2,0
1671,tet(B),0
1671,tet(D),0
1671,tetR,0
1671,ugd,1
1671,vgaC,0
1200,ANT(4')-IIb,0
1200,APH(3'')-Ib,0
1200,AcrE,1
1200,AcrF,1
1200,AcrS,1
1200,BUT-1,1
1200,CARB-18,0
1200,CARB-20,0
1200,CARB-21,0
1200,CARB-22,0
1200,CRP,1
1200,GlpT,1
1200,H-NS,1
1200,ICR-Mc,0
1200,OCH-7,0
1200,PmrF,1
1200,TolC,1
1200,YojI,1
1200,acrA,1
1200,acrB,1
1200,acrD,0
1200,acrR,1
1200,adeF,1
1200,bacA,1
1200,baeR,1
1200,baeS,1
1200,cpxA,1
1200,dfrA5,0
1200,emrA,1
1200,emrB,1
1200,emrE,1
1200,emrK,1
1200,emrR,1
1200,emrY,1
1200,eptA,1
1200,evgA,1
1200,evgS,1
1200,floR,0
1200,gadW,1
1200,gadX,1
1200,gyrA,0
1200,kdpE,1
1200,marA,1
1200,marR,1
1200,mdfA,1
1200,mdtA,1
1200,mdtB,1
1200,mdtC,1
1200,mdtE,1
1200,mdtF,1
1200,mdtG,1
1200,mdtH,1
1200,mdtM,1
1200,mdtN,1
1200,mdtO,1
1200,mdtP,1
1200,msbA,1
1200,nfsA,1
1200,parC,0
1200,rpoB,0
1200,soxR,1
1200,soxS,1
1200,sul2,0
1200,tet(B),0
1200,tet(D),0
1200,tetR,0
1200,ugd,1
1200,vgaC,0
1913,ANT(4')-IIb,0
1913,APH(3'')-Ib,0
1913,AcrE,1
1913,AcrF,1
1913,AcrS,1
1913,BUT-1,1
1913,CARB-18,0
1913,CARB-20,0
1913,CARB-21,0
1913,CARB-22,0
1913,CRP,1
1913,GlpT,1
1913,H-NS,1
1913,ICR-Mc,0
1913,OCH-7,0
1913,PmrF,1
1913,TolC,1
1913,YojI,1
1913,acrA,1
1913,acrB,1
1913,acrD,0
1913,acrR,1
1913,adeF,1
1913,bacA,1
1913,baeR,1
1913,baeS,1
1913,cpxA,1
1913,dfrA5,0
1913,emrA,1
1913,emrB,1
1913,emrE,1
1913,emrK,1
1913,emrR,1
1913,emrY,1
1913,eptA,1
1913,evgA,1
1913,evgS,1
1913,floR,0
1913,gadW,1
1913,gadX,1
1913,gyrA,0
1913,kdpE,1
1913,marA,1
1913,marR,1
1913,mdfA,1
1913,mdtA,1
1913,mdtB,1
1913,mdtC,1
1913,mdtE,1
1913,mdtF,1
1913,mdtG,1
1913,mdtH,1
1913,mdtM,1
1913,mdtN,1
1913,mdtO,1
1913,mdtP,1
1913,msbA,1
1913,nfsA,1
1913,parC,0
1913,rpoB,0
1913,soxR,1
1913,soxS,1
1913,sul2,0
1913,tet(B),0
1913,tet(D),0
1913,tetR,0
1913,ugd,1
1913,vgaC,0
1814,ANT(4')-IIb,1
1814,APH(3'')-Ib,1
1814,AcrE,1
1814,AcrF,1
1814,AcrS,1
1814,BUT-1,1
1814,CARB-18,0
1814,CARB-20,0
1814,CARB-21,0
1814,CARB-22,0
1814,CRP,1
1814,GlpT,1
1814,H-NS,1
1814,ICR-Mc,1
1814,OCH-7,0
1814,PmrF,1
1814,TolC,1
1814,YojI,1
1814,acrA,1
1814,acrB,1
1814,acrD,0
1814,acrR,1
1814,adeF,1
1814,bacA,1
1814,baeR,1
1814,baeS,1
1814,cpxA,1
1814,dfrA5,1
1814,emrA,1
1814,emrB,1
1814,emrE,1
1814,emrK,1
1814,emrR,1
1814,emrY,1
1814,eptA,1
1814,evgA,1
1814,evgS,1
1814,floR,1
1814,gadW,1
1814,gadX,1
1814,gyrA,1
1814,kdpE,1
1814,marA,1
1814,marR,1
1814,mdfA,1
1814,mdtA,1
1814,mdtB,1
1814,mdtC,1
1814,mdtE,1
1814,mdtF,1
1814,mdtG,1
1814,mdtH,1
1814,mdtM,1
1814,mdtN,1
1814,mdtO,1
1814,mdtP,1
1814,msbA,1
1814,nfsA,1
1814,parC,1
1814,rpoB,0
1814,soxR,1
1814,soxS,1
1814,sul2,1
1814,tet(B),0
1814,tet(D),0
1814,tetR,0
1814,ugd,1
1814,vgaC,1
1729,ANT(4')-IIb,1
1729,APH(3'')-Ib,1
1729,AcrE,1
1729,AcrF,1
1729,AcrS,1
1729,BUT-1,1
1729,CARB-18,0
1729,CARB-20,0
1729,CARB-21,0
1729,CARB-22,0
1729,CRP,1
1729,GlpT,1
1729,H-NS,1
1729,ICR-Mc,1
1729,OCH-7,0
1729,PmrF,1
1729,TolC,1
1729,YojI,1
1729,acrA,1
1729,acrB,1
1729,acrD,0
1729,acrR,1
1729,adeF,1
1729,bacA,1
1729,baeR,1
1729,baeS,1
1729,cpxA,1
1729,dfrA5,1
1729,emrA,1
1729,emrB,1
1729,emrE,1
1729,emrK,1
1729,emrR,1
1729,emrY,1
1729,eptA,1
1729,evgA,1
1729,evgS,1
1729,floR,1
1729,gadW,1
1729,gadX,1
1729,gyrA,1
1729,kdpE,1
1729,marA,1
1729,marR,1
1729,mdfA,1
1729,mdtA,1
1729,mdtB,1
1729,mdtC,1
1729,mdtE,1
1729,mdtF,1
1729,mdtG,1
1729,mdtH,1
1729,mdtM,1
1729,mdtN,1
1729,mdtO,1
1729,mdtP,1
1729,msbA,1
1729,nfsA,1
1729,parC,1
1729,rpoB,0
1729,soxR,1
1729,soxS,1
1729,sul2,1
1729,tet(B),0
1729,tet(D),0
1729,tetR,0
1729,ugd,1
1729,vgaC,1
1891,ANT(4')-IIb,1
1891,APH(3'')-Ib,1
1891,AcrE,1
1891,AcrF,1
1891,AcrS,1
1891,BUT-1,1
1891,CARB-18,0
1891,CARB-20,0
1891,CARB-21,0
1891,CARB-22,0
1891,CRP,1
1891,GlpT,1
1891,H-NS,1
1891,ICR-Mc,1
1891,OCH-7,0
1891,PmrF,1
1891,TolC,1
1891,YojI,1
1891,acrA,1
1891,acrB,1
1891,acrD,0
1891,acrR,1
1891,adeF,1
1891,bacA,1
1891,baeR,1
1891,baeS,1
1891,cpxA,1
1891,dfrA5,1
1891,emrA,1
1891,emrB,1
1891,emrE,1
1891,emrK,1
1891,emrR,1
1891,emrY,1
1891,eptA,1
1891,evgA,1
1891,evgS,1
1891,floR,1
1891,gadW,1
1891,gadX,1
1891,gyrA,1
1891,kdpE,1
1891,marA,1
1891,marR,1
1891,mdfA,1
1891,mdtA,1
1891,mdtB,1
1891,mdtC,1
1891,mdtE,1
1891,mdtF,1
1891,mdtG,1
1891,mdtH,1
1891,mdtM,1
1891,mdtN,1
1891,mdtO,1
1891,mdtP,1
1891,msbA,1
1891,nfsA,1
1891,parC,1
1891,rpoB,0
1891,soxR,1
1891,soxS,1
1891,sul2,1
1891,tet(B),0
1891,tet(D),0
1891,tetR,0
1891,ugd,1
1891,vgaC,1
1042,ANT(4')-IIb,1
1042,APH(3'')-Ib,1
1042,AcrE,1
1042,AcrF,1
1042,AcrS,1
1042,BUT-1,1
1042,CARB-18,0
1042,CARB-20,0
1042,CARB-21,0
1042,CARB-22,0
1042,CRP,1
1042,GlpT,1
1042,H-NS,1
1042,ICR-Mc,1
1042,OCH-7,0
1042,PmrF,1
1042,TolC,1
1042,YojI,1
1042,acrA,1
1042,acrB,1
1042,acrD,0
1042,acrR,1
1042,adeF,1
1042,bacA,1
1042,baeR,1
1042,baeS,1
1042,cpxA,1
1042,dfrA5,1
1042,emrA,1
1042,emrB,1
1042,emrE,1
1042,emrK,1
1042,emrR,1
1042,emrY,1
1042,eptA,1
1042,evgA,1
1042,evgS,1
1042,floR,1
1042,gadW,1
1042,gadX,1
1042,gyrA,1
1042,kdpE,1
1042,marA,1
1042,marR,1
1042,mdfA,1
1042,mdtA,1
1042,mdtB,1
1042,mdtC,1
1042,mdtE,1
1042,mdtF,1
1042,mdtG,1
1042,mdtH,1
1042,mdtM,1
1042,mdtN,1
1042,mdtO,1
1042,mdtP,1
1042,msbA,1
1042,nfsA,1
1042,parC,1
1042,rpoB,0
1042,soxR,1
1042,soxS,1
1042,sul2,1
1042,tet(B),0
1042,tet(D),0
1042,tetR,0
1042,ugd,1
1042,vgaC,1
1552,ANT(4')-IIb,1
1552,APH(3'')-Ib,1
1552,AcrE,1
1552,AcrF,1
1552,AcrS,1
1552,BUT-1,1
1552,CARB-18,0
1552,CARB-20,0
1552,CARB-21,0
1552,CARB-22,0
1552,CRP,1
1552,GlpT,1
1552,H-NS,1
1552,ICR-Mc,1
1552,OCH-7,0
1552,PmrF,1
1552,TolC,1
1552,YojI,1
1552,acrA,1
1552,acrB,1
1552,acrD,0
1552,acrR,1
1552,adeF,1
1552,bacA,1
1552,baeR,1
1552,baeS,1
1552,cpxA,1
1552,dfrA5,1
1552,emrA,1
1552,emrB,1
1552,emrE,1
1552,emrK,1
1552,emrR,1
1552,emrY,1
1552,eptA,1
1552,evgA,1
1552,evgS,1
1552,floR,1
1552,gadW,1
1552,gadX,1
1552,gyrA,1
1552,kdpE,1
1552,marA,1
1552,marR,1
1552,mdfA,1
1552,mdtA,1
1552,mdtB,1
1552,mdtC,1
1552,mdtE,1
1552,mdtF,1
1552,mdtG,1
1552,mdtH,1
1552,mdtM,1
1552,mdtN,1
1552,mdtO,1
1552,mdtP,1
1552,msbA,1
1552,nfsA,1
1552,parC,1
1552,rpoB,0
1552,soxR,1
1552,soxS,1
1552,sul2,1
1552,tet(B),0
1552,tet(D),0
1552,tetR,0
1552,ugd,1
1552,vgaC,1
1953,ANT(4')-IIb,0
1953,APH(3'')-Ib,0
1953,AcrE,1
1953,AcrF,1
1953,AcrS,1
1953,BUT-1,1
1953,CARB-18,0
1953,CARB-20,0
1953,CARB-21,0
1953,CARB-22,0
1953,CRP,1
1953,GlpT,1
1953,H-NS,1
1953,ICR-Mc,0
1953,OCH-7,0
1953,PmrF,1
1953,TolC,1
1953,YojI,1
1953,acrA,1
1953,acrB,1
1953,acrD,0
1953,acrR,1
1953,adeF,1
1953,bacA,1
1953,baeR,1
1953,baeS,1
1953,cpxA,1
1953,dfrA5,0
1953,emrA,1
1953,emrB,1
1953,emrE,1
1953,emrK,1
1953,emrR,1
1953,emrY,1
1953,eptA,1
1953,evgA,1
1953,evgS,1
1953,floR,0
1953,gadW,0
1953,gadX,1
1953,gyrA,0
1953,kdpE,1
1953,marA,1
1953,marR,1
1953,mdfA,1
1953,mdtA,1
1953,mdtB,1
1953,mdtC,1
1953,mdtE,1
1953,mdtF,1
1953,mdtG,1
1953,mdtH,1
1953,mdtM,1
1953,mdtN,1
1953,mdtO,1
1953,mdtP,1
1953,msbA,1
1953,nfsA,1
1953,parC,0
1953,rpoB,0
1953,soxR,1
1953,soxS,1
1953,sul2,0
1953,tet(B),1
1953,tet(D),1
1953,tetR,1
1953,ugd,1
1953,vgaC,0
1365,ANT(4')-IIb,0
1365,APH(3'')-Ib,0
1365,AcrE,1
1365,AcrF,1
1365,AcrS,1
1365,BUT-1,1
1365,CARB-18,0
1365,CARB-20,0
1365,CARB-21,0
1365,CARB-22,0
1365,CRP,1
1365,GlpT,1
1365,H-NS,1
1365,ICR-Mc,0
1365,OCH-7,0
1365,PmrF,1
1365,TolC,1
1365,YojI,1
1365,acrA,1
1365,acrB,1
1365,acrD,1
1365,acrR,1
1365,adeF,0
1365,bacA,1
1365,baeR,1
1365,baeS,1
1365,cpxA,1
1365,dfrA5,0
1365,emrA,1
1365,emrB,1
1365,emrE,1
1365,emrK,1
1365,emrR,1
1365,emrY,1
1365,eptA,1
1365,evgA,1
1365,evgS,1
1365,floR,0
1365,gadW,0
1365,gadX,1
1365,gyrA,0
1365,kdpE,1
1365,marA,1
