group,variable,value
1293,acrD,0
1293,acrR,1
1293,adeF,1
1293,bacA,1
1293,baeR,1
1293,baeS,1
1293,cpxA,1
1293,dfrA5,0
1293,emrA,1
1293,emrB,1
1293,emrE,1
1293,emrK,1
1293,emrR,1
1293,emrY,1
1293,eptA,1
1293,evgA,1
1293,evgS,1
1293,floR,0
1293,gadW,0
1293,gadX,1
1293,gyrA,0
1293,kdpE,1
1293,marA,1
1293,marR,1
1293,mdfA,1
1293,mdtA,1
1293,mdtB,1
1293,mdtC,1
1293,mdtE,1
1293,mdtF,1
1293,mdtG,1
1293,mdtH,1
1293,mdtM,1
1293,mdtN,1
1293,mdtO,1
1293,mdtP,1
1293,msbA,1
1293,nfsA,1
1293,parC,0
1293,rpoB,0
1293,soxR,1
1293,soxS,1
1293,sul2,0
1293,tet(B),0
1293,tet(D),0
1293,tetR,0
1293,ugd,1
1293,vgaC,0
1595,ANT(4')-IIb,1
1595,APH(3'')-Ib,0
1595,AcrE,1
1595,AcrF,1
1595,AcrS,1
1595,BUT-1,1
1595,CARB-18,0
1595,CARB-20,0
1595,CARB-21,0
1595,CARB-22,0
1595,CRP,1
1595,GlpT,1
1595,H-NS,1
1595,ICR-Mc,0
1595,OCH-7,0
1595,PmrF,1
1595,TolC,1
1595,YojI,1
1595,acrA,1
1595,acrB,1
1595,acrD,0
1595,acrR,1
1595,adeF,1
1595,bacA,1
1595,baeR,1
1595,baeS,1
1595,cpxA,1
1595,dfrA5,0
1595,emrA,1
1595,emrB,1
1595,emrE,1
1595,emrK,1
1595,emrR,1
1595,emrY,1
1595,eptA,1
1595,evgA,1
1595,evgS,1
1595,floR,0
1595,gadW,0
1595,gadX,1
1595,gyrA,0
1595,kdpE,1
1595,marA,1
1595,marR,1
1595,mdfA,1
1595,mdtA,1
1595,mdtB,1
1595,mdtC,1
1595,mdtE,1
1595,mdtF,1
1595,mdtG,1
1595,mdtH,1
1595,mdtM,1
1595,mdtN,1
1595,mdtO,1
1595,mdtP,1
1595,msbA,1
1595,nfsA,1
1595,parC,0
1595,rpoB,0
1595,soxR,1
1595,soxS,1
1595,sul2,0
1595,tet(B),0
1595,tet(D),0
1595,tetR,0
1595,ugd,1
1595,vgaC,0
1350,ANT(4')-IIb,1
1350,APH(3'')-Ib,0
1350,AcrE,1
1350,AcrF,1
1350,AcrS,1
1350,BUT-1,1
1350,CARB-18,0
1350,CARB-20,0
1350,CARB-21,0
1350,CARB-22,0
1350,CRP,1
1350,GlpT,1
1350,H-NS,1
1350,ICR-Mc,0
1350,OCH-7,0
1350,PmrF,1
1350,TolC,1
1350,YojI,1
1350,acrA,1
1350,acrB,1
1350,acrD,0
1350,acrR,1
1350,adeF,1
1350,bacA,1
1350,baeR,1
1350,baeS,1
1350,cpxA,1
1350,dfrA5,0
1350,emrA,1
1350,emrB,1
1350,emrE,1
1350,emrK,1
1350,emrR,1
1350,emrY,1
1350,eptA,1
1350,evgA,1
1350,evgS,1
1350,floR,0
1350,gadW,0
1350,gadX,1
1350,gyrA,0
1350,kdpE,1
1350,marA,1
1350,marR,1
1350,mdfA,1
1350,mdtA,1
1350,mdtB,1
1350,mdtC,1
1350,mdtE,1
1350,mdtF,1
1350,mdtG,1
1350,mdtH,1
1350,mdtM,1
1350,mdtN,1
1350,mdtO,1
1350,mdtP,1
1350,msbA,1
1350,nfsA,1
1350,parC,0
1350,rpoB,0
1350,soxR,1
1350,soxS,1
1350,sul2,0
1350,tet(B),0
1350,tet(D),0
1350,tetR,0
1350,ugd,1
1350,vgaC,0
1166,ANT(4')-IIb,1
1166,APH(3'')-Ib,0
1166,AcrE,1
1166,AcrF,1
1166,AcrS,1
1166,BUT-1,1
1166,CARB-18,0
1166,CARB-20,0
1166,CARB-21,1
1166,CARB-22,0
1166,CRP,1
1166,GlpT,1
1166,H-NS,1
1166,ICR-Mc,0
1166,OCH-7,0
1166,PmrF,1
1166,TolC,1
1166,YojI,1
1166,acrA,1
1166,acrB,1
1166,acrD,0
1166,acrR,1
1166,adeF,1
1166,bacA,1
1166,baeR,1
1166,baeS,1
1166,cpxA,1
1166,dfrA5,0
1166,emrA,1
1166,emrB,1
1166,emrE,1
1166,emrK,1
1166,emrR,1
1166,emrY,1
1166,eptA,1
1166,evgA,1
1166,evgS,1
1166,floR,0
1166,gadW,0
1166,gadX,1
1166,gyrA,0
1166,kdpE,1
1166,marA,1
1166,marR,1
1166,mdfA,1
1166,mdtA,1
1166,mdtB,1
1166,mdtC,1
1166,mdtE,1
1166,mdtF,1
1166,mdtG,1
1166,mdtH,1
1166,mdtM,1
1166,mdtN,1
1166,mdtO,1
1166,mdtP,1
1166,msbA,1
1166,nfsA,1
1166,parC,0
1166,rpoB,0
1166,soxR,1
1166,soxS,1
1166,sul2,0
1166,tet(B),0
1166,tet(D),0
1166,tetR,0
1166,ugd,1
1166,vgaC,0
1831,ANT(4')-IIb,1
1831,APH(3'')-Ib,0
1831,AcrE,1
1831,AcrF,1
1831,AcrS,1
1831,BUT-1,1
1831,CARB-18,0
1831,CARB-20,0
1831,CARB-21,0
1831,CARB-22,0
1831,CRP,1
1831,GlpT,1
1831,H-NS,1
1831,ICR-Mc,0
1831,OCH-7,0
1831,PmrF,1
1831,TolC,1
1831,YojI,1
1831,acrA,1
1831,acrB,1
1831,acrD,0
1831,acrR,1
1831,adeF,1
1831,bacA,1
1831,baeR,1
1831,baeS,1
1831,cpxA,1
1831,dfrA5,0
1831,emrA,1
1831,emrB,1
1831,emrE,1
1831,emrK,1
1831,emrR,1
1831,emrY,1
1831,eptA,1
1831,evgA,1
1831,evgS,1
1831,floR,0
1831,gadW,0
1831,gadX,1
1831,gyrA,0
1831,kdpE,1
1831,marA,1
1831,marR,1
1831,mdfA,1
1831,mdtA,1
1831,mdtB,1
1831,mdtC,1
1831,mdtE,1
1831,mdtF,1
1831,mdtG,1
1831,mdtH,1
1831,mdtM,1
1831,mdtN,1
1831,mdtO,1
1831,mdtP,1
1831,msbA,1
1831,nfsA,1
1831,parC,0
1831,rpoB,0
1831,soxR,1
1831,soxS,1
1831,sul2,0
1831,tet(B),0
1831,tet(D),0
1831,tetR,0
1831,ugd,1
1831,vgaC,0
1292,ANT(4')-IIb,1
1292,APH(3'')-Ib,0
1292,AcrE,1
1292,AcrF,1
1292,AcrS,1
1292,BUT-1,1
1292,CARB-18,0
1292,CARB-20,0
1292,CARB-21,0
1292,CARB-22,0
1292,CRP,1
1292,GlpT,1
1292,H-NS,1
1292,ICR-Mc,0
1292,OCH-7,0
1292,PmrF,1
1292,TolC,1
1292,YojI,1
1292,acrA,1
1292,acrB,1
1292,acrD,0
1292,acrR,1
1292,adeF,1
1292,bacA,1
1292,baeR,1
1292,baeS,1
1292,cpxA,1
1292,dfrA5,0
1292,emrA,1
1292,emrB,1
1292,emrE,1
1292,emrK,1
1292,emrR,1
1292,emrY,1
1292,eptA,1
1292,evgA,1
1292,evgS,1
1292,floR,0
1292,gadW,0
1292,gadX,1
1292,gyrA,0
1292,kdpE,1
1292,marA,1
1292,marR,1
1292,mdfA,1
1292,mdtA,1
1292,mdtB,1
1292,mdtC,1
1292,mdtE,1
1292,mdtF,1
1292,mdtG,1
1292,mdtH,1
1292,mdtM,1
1292,mdtN,1
1292,mdtO,1
1292,mdtP,1
1292,msbA,1
1292,nfsA,1
1292,parC,0
1292,rpoB,0
1292,soxR,1
1292,soxS,1
1292,sul2,0
1292,tet(B),0
1292,tet(D),0
1292,tetR,0
1292,ugd,1
1292,vgaC,0
1720,ANT(4')-IIb,1
1720,APH(3'')-Ib,0
1720,AcrE,1
1720,AcrF,1
1720,AcrS,1
1720,BUT-1,1
1720,CARB-18,0
1720,CARB-20,1
1720,CARB-21,0
1720,CARB-22,0
1720,CRP,1
1720,GlpT,1
1720,H-NS,1
1720,ICR-Mc,0
1720,OCH-7,0
1720,PmrF,1
1720,TolC,1
1720,YojI,1
1720,acrA,1
1720,acrB,1
1720,acrD,0
1720,acrR,1
1720,adeF,1
1720,bacA,1
1720,baeR,1
1720,baeS,1
1720,cpxA,1
1720,dfrA5,0
1720,emrA,1
1720,emrB,1
1720,emrE,1
1720,emrK,1
1720,emrR,1
1720,emrY,1
1720,eptA,1
1720,evgA,1
1720,evgS,1
1720,floR,0
1720,gadW,0
1720,gadX,1
1720,gyrA,0
1720,kdpE,1
1720,marA,1
1720,marR,1
1720,mdfA,1
1720,mdtA,1
1720,mdtB,1
1720,mdtC,1
1720,mdtE,1
1720,mdtF,1
1720,mdtG,1
1720,mdtH,1
1720,mdtM,1
1720,mdtN,1
1720,mdtO,1
1720,mdtP,1
1720,msbA,1
1720,nfsA,1
1720,parC,0
1720,rpoB,1
1720,soxR,1
1720,soxS,1
1720,sul2,0
1720,tet(B),0
1720,tet(D),0
1720,tetR,0
1720,ugd,1
1720,vgaC,0
1491,ANT(4')-IIb,1
1491,APH(3'')-Ib,0
1491,AcrE,1
1491,AcrF,1
1491,AcrS,1
1491,BUT-1,1
1491,CARB-18,1
1491,CARB-20,0
1491,CARB-21,0
1491,CARB-22,0
1491,CRP,1
1491,GlpT,1
1491,H-NS,1
1491,ICR-Mc,0
1491,OCH-7,0
1491,PmrF,1
1491,TolC,1
1491,YojI,1
1491,acrA,1
1491,acrB,1
1491,acrD,0
1491,acrR,1
1491,adeF,1
1491,bacA,1
1491,baeR,1
1491,baeS,1
1491,cpxA,1
1491,dfrA5,0
1491,emrA,1
1491,emrB,1
1491,emrE,1
1491,emrK,1
1491,emrR,1
1491,emrY,1
1491,eptA,1
1491,evgA,1
1491,evgS,1
1491,floR,0
1491,gadW,0
1491,gadX,1
1491,gyrA,0
1491,kdpE,1
1491,marA,1
1491,marR,1
1491,mdfA,1
1491,mdtA,1
1491,mdtB,1
1491,mdtC,1
1491,mdtE,1
1491,mdtF,1
1491,mdtG,1
1491,mdtH,1
1491,mdtM,1
1491,mdtN,1
1491,mdtO,1
1491,mdtP,1
1491,msbA,1
1491,nfsA,1
1491,parC,0
1491,rpoB,0
1491,soxR,1
1491,soxS,1
1491,sul2,0
1491,tet(B),0
1491,tet(D),0
1491,tetR,0
1491,ugd,1
1491,vgaC,0
1548,ANT(4')-IIb,1
1548,APH(3'')-Ib,0
1548,AcrE,1
1548,AcrF,1
1548,AcrS,1
1548,BUT-1,1
1548,CARB-18,1
1548,CARB-20,0
1548,CARB-21,0
1548,CARB-22,0
1548,CRP,1
1548,GlpT,1
1548,H-NS,1
1548,ICR-Mc,0
1548,OCH-7,0
1548,PmrF,1
1548,TolC,1
1548,YojI,1
1548,acrA,1
1548,acrB,1
1548,acrD,0
1548,acrR,1
1548,adeF,1
1548,bacA,1
1548,baeR,1
1548,baeS,1
1548,cpxA,1
1548,dfrA5,0
1548,emrA,1
1548,emrB,1
1548,emrE,1
1548,emrK,1
1548,emrR,1
1548,emrY,1
1548,eptA,1
1548,evgA,1
1548,evgS,1
1548,floR,0
1548,gadW,0
1548,gadX,1
1548,gyrA,0
1548,kdpE,1
1548,marA,1
1548,marR,1
1548,mdfA,1
1548,mdtA,1
1548,mdtB,1
1548,mdtC,1
1548,mdtE,1
1548,mdtF,1
1548,mdtG,1
1548,mdtH,1
1548,mdtM,1
1548,mdtN,1
1548,mdtO,1
1548,mdtP,1
1548,msbA,1
1548,nfsA,1
1548,parC,0
1548,rpoB,0
1548,soxR,1
1548,soxS,1
1548,sul2,0
1548,tet(B),0
1548,tet(D),0
1548,tetR,0
1548,ugd,1
1548,vgaC,0
1358,ANT(4')-IIb,1
1358,APH(3'')-Ib,0
1358,AcrE,1
1358,AcrF,1
1358,AcrS,1
1358,BUT-1,1
1358,CARB-18,0
1358,CARB-20,0
1358,CARB-21,0
1358,CARB-22,0
1358,CRP,1
1358,GlpT,1
1358,H-NS,1
1358,ICR-Mc,0
1358,OCH-7,0
1358,PmrF,1
1358,TolC,1
1358,YojI,1
1358,acrA,1
1358,acrB,1
1358,acrD,0
1358,acrR,1
1358,adeF,1
1358,bacA,1
1358,baeR,1
1358,baeS,1
1358,cpxA,1
1358,dfrA5,0
1358,emrA,1
1358,emrB,1
1358,emrE,1
1358,emrK,1
1358,emrR,1
1358,emrY,1
1358,eptA,1
1358,evgA,1
1358,evgS,1
1358,floR,0
1358,gadW,0
1358,gadX,1
1358,gyrA,0
1358,kdpE,1
1358,marA,1
1358,marR,1
1358,mdfA,1
1358,mdtA,1
1358,mdtB,1
1358,mdtC,1
1358,mdtE,1
1358,mdtF,1
1358,mdtG,1
1358,mdtH,1
1358,mdtM,1
1358,mdtN,1
1358,mdtO,1
1358,mdtP,1
1358,msbA,1
1358,nfsA,1
1358,parC,0
1358,rpoB,0
1358,soxR,1
1358,soxS,1
1358,sul2,0
1358,tet(B),0
1358,tet(D),0
1358,tetR,0
1358,ugd,1
1358,vgaC,0
1419,ANT(4')-IIb,1
1419,APH(3'')-Ib,0
1419,AcrE,1
1419,AcrF,1
1419,AcrS,1
1419,BUT-1,1
1419,CARB-18,0
1419,CARB-20,0
1419,CARB-21,1
1419,CARB-22,0
1419,CRP,1
1419,GlpT,1
1419,H-NS,1
1419,ICR-Mc,0
1419,OCH-7,0
1419,PmrF,1
1419,TolC,1
1419,YojI,1
1419,acrA,1
1419,acrB,1
1419,acrD,0
1419,acrR,1
1419,adeF,1
1419,bacA,1
1419,baeR,1
1419,baeS,1
1419,cpxA,1
1419,dfrA5,0
1419,emrA,1
1419,emrB,1
1419,emrE,1
1419,emrK,1
1419,emrR,1
1419,emrY,1
1419,eptA,1
1419,evgA,1
1419,evgS,1
1419,floR,0
1419,gadW,0
1419,gadX,1
1419,gyrA,0
1419,kdpE,1
1419,marA,1
1419,marR,1
1419,mdfA,1
1419,mdtA,1
1419,mdtB,1
1419,mdtC,1
1419,mdtE,1
1419,mdtF,1
1419,mdtG,1
1419,mdtH,1
1419,mdtM,1
1419,mdtN,1
1419,mdtO,1
1419,mdtP,1
1419,msbA,1
1419,nfsA,1
1419,parC,0
1419,rpoB,0
1419,soxR,1
1419,soxS,1
1419,sul2,0
1419,tet(B),0
1419,tet(D),0
1419,tetR,0
1419,ugd,1
1419,vgaC,0
1217,ANT(4')-IIb,1
1217,APH(3'')-Ib,0
1217,AcrE,1
1217,AcrF,1
1217,AcrS,1
1217,BUT-1,1
1217,CARB-18,0
1217,CARB-20,0
1217,CARB-21,1
1217,CARB-22,0
1217,CRP,1
1217,GlpT,1
1217,H-NS,1
1217,ICR-Mc,0
1217,OCH-7,0
1217,PmrF,1
1217,TolC,1
1217,YojI,1
1217,acrA,1
1217,acrB,1
1217,acrD,0
1217,acrR,1
1217,adeF,1
1217,bacA,1
1217,baeR,1
1217,baeS,1
1217,cpxA,1
1217,dfrA5,0
1217,emrA,1
1217,emrB,1
1217,emrE,1
1217,emrK,1
1217,emrR,1
1217,emrY,1
1217,eptA,1
1217,evgA,1
1217,evgS,1
1217,floR,0
1217,gadW,0
1217,gadX,1
1217,gyrA,0
1217,kdpE,1
1217,marA,1
1217,marR,1
1217,mdfA,1
1217,mdtA,1
1217,mdtB,1
1217,mdtC,1
1217,mdtE,1
1217,mdtF,1
1217,mdtG,1
1217,mdtH,1
1217,mdtM,1
1217,mdtN,1
1217,mdtO,1
1217,mdtP,1
1217,msbA,1
1217,nfsA,1
1217,parC,0
1217,rpoB,0
1217,soxR,1
1217,soxS,1
1217,sul2,0
1217,tet(B),0
1217,tet(D),0
1217,tetR,0
1217,ugd,1
1217,vgaC,0
1572,ANT(4')-IIb,1
1572,APH(3'')-Ib,0
1572,AcrE,1
1572,AcrF,1
1572,AcrS,1
1572,BUT-1,1
1572,CARB-18,0
1572,CARB-20,0
1572,CARB-21,0
1572,CARB-22,0
1572,CRP,1
1572,GlpT,1
1572,H-NS,1
1572,ICR-Mc,0
1572,OCH-7,0
1572,PmrF,1
1572,TolC,1
1572,YojI,1
1572,acrA,1
1572,acrB,1
1572,acrD,0
1572,acrR,1
1572,adeF,1
1572,bacA,1
1572,baeR,1
1572,baeS,1
1572,cpxA,1
1572,dfrA5,0
1572,emrA,1
1572,emrB,1
1572,emrE,1
1572,emrK,1
1572,emrR,1
1572,emrY,1
1572,eptA,1
1572,evgA,1
1572,evgS,1
1572,floR,0
1572,gadW,0
1572,gadX,1
1572,gyrA,0
1572,kdpE,1
1572,marA,1
1572,marR,1
1572,mdfA,1
1572,mdtA,1
1572,mdtB,1
1572,mdtC,1
1572,mdtE,1
1572,mdtF,1
1572,mdtG,1
1572,mdtH,1
1572,mdtM,1
1572,mdtN,1
1572,mdtO,1
1572,mdtP,1
1572,msbA,1
1572,nfsA,1
1572,parC,0
1572,rpoB,0
1572,soxR,1
1572,soxS,1
1572,sul2,0
1572,tet(B),0
1572,tet(D),0
1572,tetR,0
1572,ugd,1
1572,vgaC,0
1632,ANT(4')-IIb,1
1632,APH(3'')-Ib,0
1632,AcrE,1
1632,AcrF,1
1632,AcrS,1
1632,BUT-1,1
1632,CARB-18,0
1632,CARB-20,0
1632,CARB-21,0
1632,CARB-22,0
1632,CRP,1
1632,GlpT,1
1632,H-NS,1
1632,ICR-Mc,0
1632,OCH-7,0
1632,PmrF,1
1632,TolC,1
1632,YojI,1
1632,acrA,1
1632,acrB,1
1632,acrD,0
1632,acrR,1
1632,adeF,1
1632,bacA,1
1632,baeR,1
1632,baeS,1
1632,cpxA,1
1632,dfrA5,0
1632,emrA,1
1632,emrB,1
1632,emrE,1
1632,emrK,1
1632,emrR,1
1632,emrY,1
1632,eptA,1
1632,evgA,1
1632,evgS,1
1632,floR,0
1632,gadW,0
1632,gadX,1
1632,gyrA,0
1632,kdpE,1
1632,marA,1
1632,marR,1
1632,mdfA,1
1632,mdtA,1
1632,mdtB,1
1632,mdtC,1
1632,mdtE,1
1632,mdtF,1
1632,mdtG,1
1632,mdtH,1
1632,mdtM,1
1632,mdtN,1
1632,mdtO,1
1632,mdtP,1
1632,msbA,1
1632,nfsA,1
1632,parC,0
1632,rpoB,1
1632,soxR,1
1632,soxS,1
1632,sul2,0
1632,tet(B),0
1632,tet(D),0
1632,tetR,0
1632,ugd,1
1632,vgaC,0
1077,ANT(4')-IIb,1
1077,APH(3'')-Ib,0
1077,AcrE,1
1077,AcrF,1
1077,AcrS,1
1077,BUT-1,1
1077,CARB-18,0
1077,CARB-20,0
1077,CARB-21,1
1077,CARB-22,0
1077,CRP,1
1077,GlpT,1
1077,H-NS,1
1077,ICR-Mc,0
1077,OCH-7,0
1077,PmrF,1
1077,TolC,1
1077,YojI,1
1077,acrA,1
1077,acrB,1
1077,acrD,0
1077,acrR,1
1077,adeF,1
1077,bacA,1
1077,baeR,1
1077,baeS,1
1077,cpxA,1
1077,dfrA5,0
1077,emrA,1
1077,emrB,1
1077,emrE,1
1077,emrK,1
1077,emrR,1
1077,emrY,1
1077,eptA,1
1077,evgA,1
1077,evgS,1
1077,floR,0
1077,gadW,0
1077,gadX,1
1077,gyrA,0
1077,kdpE,1
1077,marA,1
1077,marR,1
1077,mdfA,1
1077,mdtA,1
1077,mdtB,1
1077,mdtC,1
1077,mdtE,1
1077,mdtF,1
1077,mdtG,1
1077,mdtH,1
1077,mdtM,1
1077,mdtN,1
1077,mdtO,1
1077,mdtP,1
1077,msbA,1
1077,nfsA,1
1077,parC,0
1077,rpoB,0
1077,soxR,1
1077,soxS,1
1077,sul2,0
1077,tet(B),0
1077,tet(D),0
1077,tetR,0
1077,ugd,1
1077,vgaC,0
1020,ANT(4')-IIb,1
1020,APH(3'')-Ib,0
1020,AcrE,1
1020,AcrF,1
1020,AcrS,1
1020,BUT-1,1
1020,CARB-18,0
1020,CARB-20,1
1020,CARB-21,0
1020,CARB-22,0
1020,CRP,1
1020,GlpT,1
1020,H-NS,1
1020,ICR-Mc,0
1020,OCH-7,0
1020,PmrF,1
1020,TolC,1
1020,YojI,1
1020,acrA,1
1020,acrB,1
1020,acrD,0
1020,acrR,1
1020,adeF,1
1020,bacA,1
1020,baeR,1
1020,baeS,1
1020,cpxA,1
1020,dfrA5,0
1020,emrA,1
1020,emrB,1
1020,emrE,1
1020,emrK,1
1020,emrR,1
1020,emrY,1
1020,eptA,1
1020,evgA,1
1020,evgS,1
1020,floR,0
1020,gadW,0
1020,gadX,1
1020,gyrA,0
1020,kdpE,1
1020,marA,1
1020,marR,1
1020,mdfA,1
1020,mdtA,1
1020,mdtB,1
1020,mdtC,1
1020,mdtE,1
1020,mdtF,1
1020,mdtG,1
1020,mdtH,1
1020,mdtM,1
1020,mdtN,1
1020,mdtO,1
1020,mdtP,1
1020,msbA,1
1020,nfsA,1
1020,parC,0
1020,rpoB,0
1020,soxR,1
1020,soxS,1
1020,sul2,0
1020,tet(B),0
1020,tet(D),0
1020,tetR,0
1020,ugd,1
1020,vgaC,0
1602,ANT(4')-IIb,1
1602,APH(3'')-Ib,0
1602,AcrE,1
1602,AcrF,1
1602,AcrS,1
1602,BUT-1,1
1602,CARB-18,0
1602,CARB-20,0
1602,CARB-21,1
1602,CARB-22,0
1602,CRP,1
1602,GlpT,1
1602,H-NS,1
1602,ICR-Mc,0
1602,OCH-7,0
1602,PmrF,1
1602,TolC,1
1602,YojI,1
1602,acrA,1
1602,acrB,1
1602,acrD,0
1602,acrR,1
1602,adeF,1
1602,bacA,1
1602,baeR,1
1602,baeS,1
1602,cpxA,1
1602,dfrA5,0
1602,emrA,1
1602,emrB,1
1602,emrE,1
1602,emrK,1
1602,emrR,1
1602,emrY,1
1602,eptA,1
1602,evgA,1
1602,evgS,1
1602,floR,0
1602,gadW,0
1602,gadX,1
1602,gyrA,0
1602,kdpE,1
1602,marA,1
1602,marR,1
1602,mdfA,1
1602,mdtA,1
1602,mdtB,1
1602,mdtC,1
1602,mdtE,1
1602,mdtF,1
1602,mdtG,1
1602,mdtH,1
1602,mdtM,1
1602,mdtN,1
1602,mdtO,1
1602,mdtP,1
1602,msbA,1
1602,nfsA,1
1602,parC,0
1602,rpoB,0
1602,soxR,1
1602,soxS,1
1602,sul2,0
1602,tet(B),0
1602,tet(D),0
1602,tetR,0
1602,ugd,1
1602,vgaC,0
